"","X.1","X","Y","Z","X_noisy","Y_noisy","Z_noisy","X_proj","Y_proj","Z_proj","distance","theta","phi","kappa","theta_global","phi_global"
"15",15,0.704245099717925,0.658057377799711,0.266456989112049,0.79197253238988,0.654558851671734,0.472844272632546,0.700216746199745,0.578723442000846,0.41806182081139,0.131039118918201,3.83227972546741,2.00210701474049,1,0.69068707743516,1.13948563186578
"16",16,0.987620326765066,-0.0296550704528176,-0.154034629083537,0.94398359458226,-0.0884552804075391,0.168783380311007,0.98022748392957,-0.0918514879407745,0.175263755272361,0.0369749780293188,6.18975384849272,1.39462262289755,1,6.18975387081171,1.3946226630271
"17",17,0.960398777292189,-0.0103879442056642,0.278435412961153,0.81254165973815,-0.0574676077651527,0.122159168482057,0.986476912420156,-0.0697693078062502,0.148308951011843,0.176319638939652,6.21257713762924,1.42193822292438,1,6.21257714279814,1.42193823345292
"18",18,0.782621093151223,0.571252708072965,-0.247334930962225,0.449114277927204,0.809073475283091,-0.466121619599535,0.43345208411879,0.780858236144107,-0.449866319942927,0.0361336242506686,4.20564097132088,1.10418070326581,1,1.06404827688167,2.03741197856129
"19",19,0.827869087518793,0.505994071048409,0.242080098303555,0.553544462220722,0.467490374555035,0.27791933400557,0.713317534373748,0.602425106254308,0.358136966130896,0.223985903368415,0.701315631844953,1.20452458772588,1,0.701315631083164,1.20452458885855
"20",20,0.645857788667257,0.270596568251799,-0.713894399801673,1.15488369100834,0.734157694439763,-0.357596991487232,0.816499649443419,0.519047507933325,-0.252820107916634,0.414432560563732,3.70784822130354,1.31520237937514,1,0.566255571901126,1.82639027699615
"21",21,0.720224400474545,0.507592712923715,0.472891584560166,0.638602002130839,0.0315508743263431,0.039204228052566,0.996909491737754,0.0492534765379096,0.0612009830975098,0.359418275086254,0.0493660332060875,1.50955706472395,1,0.0493660258319937,1.50955707382919
"22",22,0.850286275244136,0.489672618352547,-0.192961076300932,1.04378757824951,0.579497543827662,-0.402312238056539,0.828516339017789,0.459981702213495,-0.319339176439935,0.259827388454598,3.64840965270383,1.24576426790672,1,0.5068170141597,1.8958283963605
"23",23,0.829286376538847,0.0413433859264682,0.557292409895563,1.02553797670867,0.569977122478893,0.378354256048079,0.831888458217572,0.462349909256367,0.30691066207452,0.232783032366493,3.64886534900591,1.88274165504492,1,0.507272699361736,1.25885099579262
"24",24,0.237157387691443,-0.961546135013345,-0.138511384746054,0.427968907777917,-1.24548338172414,-0.0448061452353883,0.324779120431082,-0.945178469389526,-0.034002704811308,0.317722971958248,1.90177319837386,1.53678706635209,1,5.04336585205206,1.60480558724774
"25",25,0.915024376979358,0.402136813103782,0.0318806066484224,0.988726566870618,0.203072816657697,0.627712597140851,0.831820119837818,0.170846077078809,0.528097440042819,0.188630261061177,3.34416380776736,2.12715486448784,1,0.20257115833445,1.01443778358957
"26",26,0.430567438763458,-0.016152406924917,0.902413863162135,0.117478457720294,-0.115544769462605,0.78643562277168,0.146206088879674,-0.143799545564666,0.978746887744684,0.196487230628669,5.50608521728772,0.206537293541829,1,5.50608521731012,0.206537281471105
"27",27,0.989975705596648,-0.103409099807523,0.0962011455514811,0.737599767404233,-0.0804780894211276,-0.0104239549781745,0.994002247870621,-0.10845367163821,-0.0140475028508332,0.257949598349923,6.17450712292188,1.58484429229007,1,6.17450712751882,1.58484429169119
"28",28,0.391191421134074,-0.586454587439911,-0.709253331963825,0.579039219770557,-0.64612810597373,-1.13502713556338,0.405303800274967,-0.452263279941366,-0.794472627029621,0.428654802892184,2.30149016594888,0.652657626244536,1,5.44308281996562,2.48893502276961
"29",29,0.85273647802214,-0.282045489587363,-0.439648542422036,0.52564809987645,-0.39753608051221,-0.700022881429499,0.546728228903077,-0.413478518297979,-0.728095981740466,0.0385568686929054,5.6356783722306,2.38633647006779,1,5.635678386557,2.38633650233564
"30",30,0.956876715229658,0.274330299320641,-0.0955501895652138,1.08876173949557,0.755915451158042,0.0966335509378447,0.819255304075182,0.568800062088107,0.0727133833159146,0.328965137938442,3.74847552856882,1.64357393683728,1,0.606882881795809,1.49801871507446
"31",31,0.430418103201635,0.551013284203335,0.714929798698978,0.2970332098073,0.581526987908991,0.528599704339888,0.353555847372554,0.692186126475234,0.629187276654484,0.159869050193276,1.09856078931934,0.890289192844754,1,1.09856078982825,0.890289192862057
"32",32,0.708465971599626,-0.0487248790084716,-0.704060972679929,0.608871968076217,0.2242877651181,-0.825678846556879,0.57980559162915,0.213580698681798,-0.786262526810331,0.0501312454841899,3.49453461615275,0.666059568970642,1,0.352941962562962,2.47553308461915
"33",33,0.965298179655106,0.25573915749081,-0.0528857984758675,0.767905817031398,-0.487325211371043,-0.141145659685534,0.834341549202911,-0.529486380755735,-0.153356942679093,0.0796265417144215,5.71770107929055,1.72476083885215,1,5.71770107929413,1.72476083885055
"34",34,0.954184429207838,-0.0343122777125522,0.297245256741783,0.896649145140202,0.247809985028767,0.281670125642071,0.922506109924702,0.254956163149123,0.289792739770807,0.0280290447550232,0.269642631590812,1.27678603177555,1,0.26964261420046,1.27678604877451
"35",35,0.276463311260583,-0.363024658618816,-0.889820844193665,0.495759521673533,-0.0350246263654088,-0.484917066803769,0.713970920558718,-0.0504409170846588,-0.698356097188387,0.305630653427459,6.21265407580478,2.34389448847833,1,6.21265407707145,2.34389448813145
"36",36,0.837475790960502,-0.238315555445533,0.49177230054952,0.950909085345796,-0.358967548711793,0.803325152113619,0.733988152470061,-0.277080042089502,0.620070997797241,0.295537374852498,2.78063259322492,2.23962951962179,1,5.92222523848502,0.901963131402745
"37",37,0.945749821593815,-0.255040435946535,-0.201275063004509,0.887633784662961,-0.31125518510999,0.300872425930307,0.898804450503119,-0.315172259848632,0.304658836040731,0.0124283607666054,5.94592510242236,1.26121609423266,1,5.94592512115336,1.26121610989265
"38",38,0.654752031627859,-0.0259575795149182,-0.755397895909777,0.872253412800429,0.390983748204924,-1.2190027741158,0.563076801875851,0.252396696174458,-0.786918307672075,0.549084268464561,3.56298665251396,0.664997523326227,1,0.421394004152406,2.47659512101303
"39",39,0.682682166755073,0.616956443166875,-0.39154796185075,1.09668310029178,0.627261076246027,-0.50722655747312,0.805546886074264,0.460742222184769,-0.372573239823122,0.361414360452007,3.66114080551196,1.1890159694936,1,0.519548158140198,1.9525766886944
"40",40,0.854529052083995,0.477805920283803,0.203670325983382,0.852936819855284,0.73734963167165,0.464446284315203,0.699482025066053,0.604690525480395,0.380886157537573,0.2193834708595,3.85443515309462,1.96155083186614,1,0.712842500872276,1.1800418194298
"41",41,0.955387356414665,-0.10543105979878,0.275897246874092,1.07300971969161,0.0414796735367818,0.199937866531141,0.982370108090045,0.0379757901075394,0.183048654998779,0.0922662552429283,3.18023072301803,1.75488291268602,1,0.0386380752874108,1.38670971453732
"42",42,0.958098997567918,-0.163732039974316,-0.235027934393339,1.0276536598341,-0.203306934260724,-0.155507759383842,0.970353586572104,-0.191970914468383,-0.146836933449413,0.0590507151772747,2.94627868428347,1.42342654644212,1,6.08787133786876,1.71816610715105
"43",43,0.841492104532434,0.42280640669122,-0.336341761413051,0.597016369277906,0.349785052968325,-0.498529013525756,0.700046142471317,0.410149017072709,-0.584562385212493,0.147175688788839,0.529978808849791,2.19513691266723,1,0.52997880873574,2.19513691264176
"44",44,0.93157486114887,0.363336986369832,-0.0124303021344308,0.699928325612382,0.0083622455350279,-0.479656388016882,0.824850622166527,0.00985472825730909,-0.565264836552272,0.151448387715666,0.011946720147991,2.17155059755831,1,0.0119467199905407,2.171550594299
"45",45,0.570343448224024,-0.282662153955391,-0.771239559274049,1.05028606387932,-0.81724166025751,-1.07298870393541,0.614392609562972,-0.478067126449712,-0.627673118687201,0.709470533824013,2.48034040595789,0.892235742722168,1,5.62193304973328,2.2493569060402
"46",46,0.889508568829942,-0.454798428188451,0.0439647096592503,1.10982801577399,-0.460423454414101,0.518279224073387,0.84813121880338,-0.351855873654205,0.396069286698841,0.308556967073867,2.7483417739173,1.97802840454284,1,5.88993442543841,1.16356424735151
"47",47,0.866205967174972,0.215244429181068,0.450951281334234,1.05172641015659,0.282687167587304,0.385554891467547,0.910357720532418,0.2446895355536,0.333730208188566,0.15528916331538,3.40417069987205,1.91105420653409,1,0.26257805586332,1.23053843664701
"48",48,0.815552125345581,0.459851112395732,-0.351299993271725,0.852445476357939,0.334108762637971,0.0956954357625867,0.925997209445437,0.362936740934196,0.103952345713448,0.0794297572371889,0.373540169085153,1.46665584040351,1,0.373540154328905,1.46665584504413
"49",49,0.0994548823799375,-0.0074783920375914,0.9950139697629,0.220802023628005,0.150223455554337,1.2118390986573,0.177934584540796,0.121058438293015,0.976567528715936,0.240916847041511,3.73901107828763,2.92468455823434,1,0.597418424697835,0.216908095355453
"50",50,0.803354671321718,0.536288334697807,-0.258874668773574,0.841318681208213,0.654929636801945,-0.0832294342975249,0.786699404439759,0.612410929205563,-0.0778260935914664,0.0694283946318893,3.80305831241874,1.49289145460708,1,0.661465660200997,1.64870119945179
"51",51,0.91215664619386,0.248477469497314,-0.325928212888329,0.922656334715678,0.163312704103205,0.0799548469989264,0.981128256232632,0.173662395773035,0.0850218625783108,0.0595966137496676,0.175188254390749,1.48567168840337,1,0.175188238089458,1.48567169640305
"52",52,0.907239129651331,-0.393088150829109,0.149662511362221,0.963094707637093,-0.380687760948573,-0.247877165949715,0.904436818392898,-0.357501733301182,-0.232780051168441,0.0648557069452546,2.76516572780962,1.33586103931782,1,5.90675838139921,1.8057316142721
"53",53,0.715221290501052,0.165868777099252,0.678930080639832,0.462605018999999,0.489684574814275,0.52643227700919,0.541095391151186,0.572769545297206,0.615752243727116,0.145058289301483,0.813826761647922,0.907456022516584,1,0.81382676348002,0.907456019098483
"54",54,0.703415462471407,-0.661194244757353,0.260823422751657,1.30372098796421,-0.582538193517776,0.182503139317823,0.905635555680539,-0.404662736563059,0.126776614265004,0.439564711024201,2.72138023970715,1.69791501807321,1,5.86297288841212,1.44367763377077
"55",55,0.293735297054955,0.417181511681873,-0.860046022939973,0.494225744622675,0.617574637607457,-1.09057846496159,0.36684684558522,0.458404504466696,-0.809499043957938,0.347226375893004,4.03748412813177,0.627497947254892,1,0.895891473194447,2.51409469808781
"56",56,0.2156290616581,0.85230503564533,0.476529363189783,0.152827071919188,0.973819759703445,0.412409211200698,0.143025154210299,0.911361577209766,0.385958392639477,0.0685328239148529,4.55672296408769,1.96704281363726,1,1.4151303104979,1.17454983995253
"57",57,0.0127098422187775,-0.0031820878617507,0.999914163429849,0.315932184926086,0.428208176300956,0.479200504121338,0.441180450627074,0.597967173729016,0.669174916689968,0.283893505913188,0.935148754272767,0.83769841676725,1,0.935148757285951,0.837698413924802
"58",58,0.656339897369273,-0.550063318316157,-0.516379981180826,0.499525375868054,-0.524455103128457,-0.870668476015125,0.441067205703994,-0.463079471015527,-0.76877638073529,0.132538013251697,2.33185339708815,0.693870715330928,1,5.47344605138373,2.44772192478147
"59",59,0.876861016178961,0.350839252288024,0.328673968180597,1.30465064304792,0.10337998355319,0.481369220606783,0.935595996668815,0.0741362447431577,0.345201315514106,0.394459410650733,3.22066701929483,1.92324959819044,1,0.0790743675161111,1.21834304896824
"60",60,0.938488830856764,-0.0849036425182524,0.334708956922634,0.839895442601074,-0.200013944767974,0.395089156401207,0.884578230843106,-0.210654770144887,0.416108064490085,0.0505130995587576,6.04939836449805,1.14163529274821,1,6.04939836449953,1.14163529275012
"61",61,-0.0231144799497116,0.68771777513952,0.725610076124776,-0.603487194062689,0.747133148132417,1.0516012817562,-0.423745578388992,0.524608260316208,0.738394107508843,0.424173441062287,5.39182991522557,2.40148226247699,1,2.25023726676074,0.74011040791134
"62",62,0.999542913444597,-0.0262081965674613,0.0150696587674772,1.34057271229449,-0.0935575126101877,-0.0685624856949182,0.99627775557636,-0.0695294423045816,-0.0509538064971078,0.345581294295917,3.07191642509046,1.51982045529226,1,6.2135090659904,1.62177220757155
"63",63,0.799206987996992,0.396741298321173,-0.451513601725581,1.08226427117918,0.354352780907012,-0.5476485755977,0.856467067259274,0.280422719394557,-0.433390425768337,0.263637926133006,3.4580099645385,1.12254485422926,1,0.316417324908375,2.01904781293885
"64",64,0.923807139709731,0.0172834588492971,0.382467842663314,0.730228059870054,0.183500702165949,0.27717578966799,0.910135355526108,0.228710026379901,0.345463975625057,0.197670924436205,0.246194607058949,1.21806315718147,1,0.246194595391152,1.2180631708518
"65",65,0.807995405787554,-0.437788397723883,0.394315537412059,0.455401664289157,-0.631676126525219,0.15472672918344,0.573594785897602,-0.795618811379348,0.194883884840172,0.206056824840062,5.33703196357234,1.37465725744919,1,5.33703195495136,1.37465726306045
"66",66,0.737528048469378,0.0935150082467439,-0.668810377426638,0.278896153295217,-0.386300274510567,-0.606531300315909,0.361596118314935,-0.500848354704212,-0.786383604107852,0.228708106698433,5.33770644713827,2.47572905086586,1,5.33770644420763,2.47572906107421
"67",67,0.352079716625346,-0.921383803441274,0.164595746898601,0.284826332142739,-0.41655066853293,-0.130124095599867,0.546558960777828,-0.799327431481806,-0.249697736622018,0.478873547790174,5.31214149917042,1.82316441826099,1,5.31214149913785,1.82316441823773
"68",68,0.554623581199568,0.8252424507834,0.106618856692304,0.0961414368796516,0.934045079500653,0.230517177478736,0.0994365962291981,0.966058615389813,0.238417941777604,0.0331382955471716,1.46822734510438,1.33005983514113,1,1.46822734627644,1.33005983764226
"69",69,0.909097202207848,0.0934003588641652,0.405978632321835,0.705480197514104,0.355942566902878,0.361552555790276,0.811853205530012,0.409611945997981,0.416067814624481,0.131024930958069,0.467272571979146,1.14167953819656,1,0.467272547592586,1.14167955623468
"70",70,0.0981989679750108,0.818600208146692,-0.565906937500182,0.139091998569667,0.740571497984092,-0.372223453570285,0.165498597017348,0.88116890335704,-0.442890029399897,0.159557838349184,1.38514205351052,2.02961585155975,1,1.38514205399415,2.02961585077573
"71",71,0.748033054171755,0.245951447318406,0.616404441441216,0.961912859684356,0.269355851644542,0.92839103556448,0.705358248886228,0.197515163362177,0.68077713017563,0.363722420200599,3.41462086460588,2.31961938120578,1,0.273028230372644,0.821973272324525
"72",72,0.750248940005499,-0.385147181344105,-0.537390153169292,0.545258158285565,-0.923444118990748,-0.641444342543656,0.436345293586105,-0.738990308751134,-0.513318720033821,0.24960247465217,2.10417266620834,1.03174891090456,1,5.24576532235945,2.10984374406656
"73",73,0.788132730136973,0.340669107971627,-0.512631796283314,0.757232040143054,0.430167375728249,-0.620061280201824,0.708306134978991,0.402373612758192,-0.579998185261854,0.0690745179666687,3.65820981100849,0.952069866126066,1,0.516617165981136,2.18952278974801
"74",74,0.772261078837712,-0.5560259636136,0.307323858331859,0.835998137848071,-0.439059760781231,0.295692552167017,0.844873495287366,-0.443721029970382,0.298831766254749,0.0105049543177296,5.79958758537158,1.26732807562733,1,5.79958759038828,1.26732807907266
"75",75,0.564670070822123,-0.626787066882768,-0.536922418889578,0.994401655381453,-0.853459275601853,-0.701570304038237,0.668993477409297,-0.574173109233558,-0.471988313220661,0.48641457166045,2.43232035934842,1.07925157847574,1,5.57391300848048,2.06234108067899
"76",76,0.775541592735628,0.152935224838022,-0.612491677446175,0.535905710853848,0.0205977459563346,-0.211845658254427,0.929381468615095,0.0357211414709426,-0.367388195029267,0.423373794399265,0.0384164834806011,1.94699560317855,1,0.0384164825919844,1.94699559650504
"77",77,0.886619584101308,-0.270518108975414,-0.375134197060719,0.485542018661188,0.0653760702383729,-0.391052209249404,0.774568585321804,0.104292210132633,-0.623832222266717,0.373145221918,0.133840601965933,2.24443280123101,1,0.133840601965933,2.24443280123101
"78",78,0.216381024606888,0.000159781640802977,-0.976308981142702,-0.245021330820813,0.117518295796673,-0.759102072614118,-0.303892398949305,0.14575431743207,-0.94149088620695,0.193723397926489,2.69437770102513,2.79782313919801,1,2.69437770102513,2.79782313919801
"79",79,0.256620446308676,0.0127551620175977,0.966428089605347,0.395554742631118,-0.0505211099200083,1.06102195973672,0.348972829423476,-0.0445715669015284,0.936072294082095,0.133482922680827,3.01455827309179,2.78209109103397,1,6.15615092668158,0.359501562555836
"80",80,0.657644503272032,-0.273275360235886,0.702014447717444,0.64261470543444,-0.18099943140378,1.05593648989305,0.514385447671353,-0.144882264346268,0.845231767447154,0.249286326066502,2.86704447141328,2.57779504536156,1,6.00863712395439,0.563797611713471
"81",81,0.562937159128415,-0.224777406473581,0.795347013831975,0.755958735226697,-0.561454204086275,0.743090324687278,0.630209064112396,-0.468059315953369,0.619481244477863,0.199536436835307,2.50277682566478,2.23887803213979,1,5.64436947925458,0.902714621450002
"82",82,0.989683277959549,-0.089617787836997,-0.111783994518197,0.954473431170211,0.203366068568153,-0.781295142605603,0.76350560125649,0.162677270464733,-0.624976241567718,0.250119749669531,3.35151976269595,0.89569522890681,1,0.209927109477377,2.24589742495154
"83",83,0.345981942702746,0.347104461120269,-0.871673670816115,0.444255424081311,-0.130079625111305,-0.719378553077068,0.519325652085669,-0.152060465143871,-0.840939047747234,0.1445532785018,5.99834363458241,2.56981254102954,1,5.99834364154002,2.56981256278654
"84",84,0.228402282877191,-0.370052843773756,-0.900496135467246,0.284456926417053,-0.621150546429754,-1.15890617976284,0.2114464267002,-0.461722148689454,-0.861454041748781,0.34529077816252,2.00024314755502,0.532670347200407,1,5.14183580350944,2.60892229733683
"85",85,0.873670789749609,0.366074704706921,-0.32045071651041,0.879556286041755,0.535246583121698,-0.196102842406049,0.839171755941483,0.510670917118067,-0.187098846709112,0.0481242721446488,3.6882690717244,1.38258832361525,1,0.546676423087057,1.75900433251379
"86",86,0.812097364673302,0.18367102612731,-0.553861737667461,0.656356699732105,0.471751462181565,-0.797334821800712,0.578092359627668,0.415499556598319,-0.702260167036915,0.135383801808727,3.76478702236418,0.792228997452403,1,0.623194394696411,2.34936361991185
"87",87,0.754682502733542,0.648934920732808,0.0966322343803585,1.07018484789014,0.215744941341982,0.0730142574218318,0.978093603466013,0.197179720900696,0.0667312559779415,0.0941538146691984,3.34052229342135,1.63757719947042,1,0.198929666634798,1.50401544492134
"88",88,0.931748679630256,-0.191989910070937,-0.308195185618187,0.830305168936313,-0.0416626959244212,-0.44668935910684,0.879788728756593,-0.044145660724247,-0.47331063097302,0.0562448212945639,6.23304978558218,2.06384158267983,1,6.23304978561728,2.06384158247225
"89",89,0.939138129101771,0.236992345381508,-0.248705051612944,1.10582907196239,0.322404923900133,-0.310144945564739,0.9270147790437,0.270271543783761,-0.259994023114577,0.192892601457317,3.42527961577063,1.30778031918049,1,0.283686968565787,1.8338123399487
"90",90,0.859650100600738,0.155040269221638,0.486789707632386,0.900809889233269,0.146220016955208,0.323093305430597,0.930487428550571,0.15103729372752,0.333737743164917,0.0318946163186032,0.160917140713268,1.23053042792869,1,0.160917131768729,1.23053044339597
"91",91,0.917147451951543,-0.347762630342197,0.194683600532426,1.36252857064833,-0.50430388529113,-0.0512677101460674,0.937240786682755,-0.346894876657748,-0.0352654551494196,0.45376576265103,2.78710409867991,1.53552356043652,1,5.92869672958601,1.60606909569904
"92",92,0.688926586634958,0.719227096429093,0.0899585570675847,0.866730077715928,0.505234293992572,0.139060422235616,0.855752499770462,0.498835245448025,0.13729915161943,0.0128279816809856,3.66935857174789,1.70853052133994,1,0.527765997666273,1.43306210190296
"93",93,0.426358408364355,0.417752894115167,-0.802309807415699,0.341935619398762,0.455697354608615,-1.10644138547431,0.274756333964712,0.366167569116743,-0.889061453597785,0.244504956318461,4.06865954377855,0.47550543409369,1,0.927066890188604,2.66608721949458
"94",94,0.68682441341665,0.346963726523056,0.638661410774213,0.684537175349812,0.648556899984589,0.567400694669375,0.622008248585953,0.589314586480088,0.515571582666111,0.100527485011078,3.90000730641797,2.11247088979695,1,0.758414665750896,1.0291217342428
"95",95,0.0770646208706006,0.137541724590181,0.987493452234914,0.0457373187672422,-0.234602746210486,0.912406936031187,0.0484919023698892,-0.248731971411185,0.967357711398661,0.0568050213368729,4.90493030393708,0.256208659337118,1,4.90493030368794,0.256208654549713
"96",96,0.811222852427911,0.317535675439015,-0.491007717375413,0.288511328184836,0.0549421446718246,-0.650662842529813,0.404147437343355,0.0769631028517689,-0.911450234345368,0.286123567834675,0.188180051994897,2.71759175963114,1,0.188180050885555,2.7175917693079
"97",97,0.562473404397028,-0.643940211780322,0.518618041527994,0.986821878102199,-0.234471682553175,0.954330015545302,0.70858079909173,-0.168360814492345,0.685250236995216,0.392673747720967,2.90831551484285,2.32574355656292,1,6.0499081541819,0.815849096546061
"98",98,0.888472002749728,-0.357928707751376,0.287236036209452,1.15444229137161,-0.659762253052195,-0.180114112704153,0.860359512228674,-0.491694342948631,-0.134231824952028,0.341813820265333,2.62239371546233,1.4361581108285,1,5.76398632822092,1.70543455792399
"99",99,0.562509266373712,-0.600556117225966,-0.568256698426143,0.370855107317394,-1.25709488837666,-0.560460575451372,0.26016515739967,-0.881886972944956,-0.393178658913714,0.425460320612751,1.85766853929142,1.16671019791112,1,4.9992611970724,1.97488246013135
"100",100,0.82956573487358,-0.271464719483598,0.487983193972239,0.925067624666175,-0.267098902945843,0.185704661583186,0.943368101887624,-0.272382882167537,0.189378430247605,0.019399084492515,6.00209560360257,1.38026721782689,1,6.00209564200014,1.38026724381309
"101",101,0.891686802482775,-0.392264890188522,0.225882496452095,0.952160778384522,-0.306216383346456,-0.109380240532343,0.946338522127586,-0.304343937195202,-0.108711404323096,0.00615240313906492,2.83043767587453,1.46186967609595,1,5.97203025231345,1.67972300626507
"102",102,0.536980535880926,0.0151121459069212,-0.843459262283083,0.25379068311782,0.0182921052399526,-0.854886068891149,0.284534706817253,0.0205079979269898,-0.958446358768943,0.108050168038761,0.0719511382448056,2.85230158957779,1,0.0719511380458661,2.85230159747199
"103",103,0.76991162870028,-0.536432794180828,-0.345652920310868,1.14238848211359,-0.754795327478069,0.201344858612911,0.82545727054152,-0.545393533520238,0.14548604092645,0.383946235421872,2.5577204681,1.71680054935379,1,5.69931312148966,1.42479210414733
"104",104,0.929910037207576,0.0985375834655414,-0.354341173652421,0.867848260965335,0.184237654550846,0.00118277522898913,0.978199236393752,0.207664336309125,0.00133317064602404,0.112810326721396,0.209186826321454,1.56946315574614,1,0.209186825135559,1.56946315575396
"105",105,0.902127785477559,-0.421725184433061,0.0911774505250922,0.948023712463422,-0.466072123003681,0.136989205894214,0.889961783454427,-0.437527429489168,0.128599270741387,0.0652409238128315,2.6846674961478,1.69975271813793,1,5.82626014658694,1.44183993433907
"106",106,0.275844126766395,0.670749248240557,0.688480547084093,0.377061879126331,0.901107561888209,0.525247337488853,0.339977609510013,0.8124830734766,0.473588936046731,0.109078565441385,4.3160855147033,2.06415754029578,1,1.17449285687393,1.07743511005924
"107",107,0.479682037926488,0.248993112770093,0.841372433755558,0.231150920599132,0.324229213322479,1.35201226278161,0.164003141166784,0.230042819191198,0.959261836531608,0.409429845567841,4.09304147933598,2.85517405690304,1,0.951448825450688,0.286418602390328
"108",108,0.811647202249299,0.564910092290767,0.148678871091095,0.540289869857482,0.738256780468217,0.090056072381001,0.587741787095455,0.803095492924145,0.0979654068881693,0.0807359935521221,0.93901572723039,1.47267353939324,1,0.939015728888825,1.47267353999455
"109",109,0.223855109606822,0.058748957751825,-0.972850168250996,0.211719470974391,0.140116934321519,-1.19570635989757,0.1732050551124,0.114627914096171,-0.978192440265959,0.222363116579044,3.7262217009788,0.209223734477726,1,0.584629047389018,2.9323689191118
"110",110,0.427550552315664,0.891865624279763,-0.147567724935499,0.571571952443715,0.993878379961982,-0.486935301315978,0.45886165107708,0.797891974570226,-0.390914801570933,0.245630249570014,4.19048522731255,1.16917105754984,1,1.04889257057566,1.97242159836402
"111",111,0.905673703725293,-0.409567506413108,-0.109588320869785,0.924131336686446,-0.219606942440355,-0.255595317883413,0.939488351083851,-0.223256323045628,-0.259842745517153,0.0163461466868531,6.04987670234936,1.83365567797124,1,6.04987670234948,1.83365567797111
"112",112,0.929393455515743,-0.296072007373773,-0.220384144833905,1.1058798483413,-0.867860387486377,0.196639634406904,0.779094108188096,-0.611409025032522,0.138532937222078,0.419443213712708,2.47620806833309,1.70977623355521,1,5.61780070914438,1.43181641231029
